seed,fold,epoch,optimization_loss,train_loss,train_accuracy,validation_loss,validation_accuracy
42,1,1,0.7954642942973545,0.7132388523646763,0.5515873015873016,0.7356334626674652,0.53125
42,1,2,0.7241241392635164,0.6816686448596773,0.5634920634920635,0.7275701463222504,0.53125
42,1,3,0.6979270974795023,0.6662887164524623,0.6031746031746031,0.7219696640968323,0.515625
42,1,4,0.6763362288475037,0.6543542922489227,0.626984126984127,0.7163309752941132,0.515625
42,1,5,0.6907786017372495,0.6443423619346013,0.6150793650793651,0.7137144505977631,0.53125
42,1,6,0.6616338141380794,0.6362200388832698,0.6547619047619048,0.7050105929374695,0.5
42,1,7,0.6640564874997215,0.62745543888637,0.6547619047619048,0.7022762298583984,0.484375
42,1,8,0.6523988615898859,0.6203954484727647,0.6706349206349206,0.7039367854595184,0.484375
42,1,9,0.6417177470903548,0.6151064691089448,0.6587301587301587,0.7054979205131531,0.5
42,1,10,0.635703666815682,0.6104023645794581,0.6507936507936508,0.7107332050800323,0.5
42,1,11,0.621018752219185,0.6048807795085605,0.6626984126984127,0.7128884196281433,0.515625
42,1,12,0.6336650271264334,0.598972343263172,0.6746031746031746,0.7102295756340027,0.546875
42,1,13,0.6155646093307979,0.594185299343533,0.6865079365079365,0.7070675492286682,0.546875
42,1,14,0.6056682401233249,0.5896416164579845,0.6904761904761905,0.7127544283866882,0.53125
42,1,15,0.6167912606209044,0.5854972809080093,0.6984126984126984,0.7144647836685181,0.578125
42,1,16,0.6069975968391176,0.5817409772721548,0.7103174603174603,0.7153865993022919,0.5625
42,1,17,0.6185452521793426,0.578747136252267,0.7142857142857143,0.7115038931369781,0.546875
42,1,18,0.6046593179778447,0.5760946500869024,0.6904761904761905,0.7185417413711548,0.53125
42,1,19,0.6134642939718943,0.5725921979026188,0.6984126984126984,0.7176758348941803,0.53125
42,1,20,0.5960712423400273,0.5695151979961093,0.7063492063492064,0.7213411927223206,0.546875
42,1,21,0.5763280897859543,0.5663697114066472,0.7142857142857143,0.7207724452018738,0.546875
42,1,22,0.5869814356168112,0.5625429531884572,0.7142857142857143,0.7183195948600769,0.515625
42,1,23,0.5854101673005119,0.5599112283615839,0.7182539682539683,0.7180027067661285,0.5
42,1,24,0.5745477080345154,0.5558611211322603,0.7341269841269841,0.7186676263809204,0.5
42,1,25,0.6020997119328332,0.5533825632125612,0.7380952380952381,0.7217267751693726,0.5
42,1,26,0.5777171935353961,0.5511255756257072,0.7380952380952381,0.728710949420929,0.515625
42,1,27,0.6027808454301622,0.5482972084529816,0.75,0.7259723246097565,0.484375
42,1,28,0.5624112799054101,0.546884298324585,0.7261904761904762,0.7367466688156128,0.515625
42,1,29,0.5791343161984096,0.5459126707107301,0.7182539682539683,0.7392725050449371,0.515625
42,1,30,0.5677307825239878,0.5429814240289113,0.7261904761904762,0.7393780052661896,0.53125
42,1,31,0.5582332715155587,0.5401278790973482,0.7341269841269841,0.7307113707065582,0.5
42,1,32,0.5759365378864227,0.5385581652323405,0.75,0.7299753129482269,0.484375
42,1,33,0.5802689497433011,0.5372929459526425,0.753968253968254,0.7240269184112549,0.484375
42,1,34,0.5626046534568544,0.5347273349761963,0.753968253968254,0.7301473915576935,0.5
42,1,35,0.5673511264816163,0.5335490249452137,0.7341269841269841,0.7327804565429688,0.5
42,1,36,0.5517384258527605,0.5316425618671236,0.746031746031746,0.7340878844261169,0.5
42,1,37,0.5474770031278096,0.5299984424833267,0.7579365079365079,0.7323868274688721,0.5
42,1,38,0.5480922053730677,0.5285117853255499,0.753968253968254,0.7367951273918152,0.484375
42,1,39,0.5445746249622769,0.5276514310685415,0.746031746031746,0.7447669208049774,0.484375
42,1,40,0.5652746719027323,0.525576670964559,0.7420634920634921,0.7426712214946747,0.484375
42,1,41,0.5464807181131273,0.5236675436534579,0.753968253968254,0.7386323809623718,0.484375
42,1,42,0.5487406566029503,0.522426892840673,0.75,0.73468217253685,0.484375
42,1,43,0.5477076390432933,0.5209751129150391,0.7619047619047619,0.7366306483745575,0.5
42,1,44,0.5361909166214958,0.5191054154956152,0.7658730158730159,0.733368992805481,0.46875
42,1,45,0.5605453091954428,0.518151218928988,0.7619047619047619,0.736050009727478,0.46875
42,1,46,0.5315971875947619,0.517173895760188,0.7579365079365079,0.7421360909938812,0.484375
42,1,47,0.5409675571653578,0.5147091736869206,0.7777777777777778,0.7363813817501068,0.46875
42,1,48,0.5357789553347088,0.5136791448744517,0.7777777777777778,0.7344970107078552,0.484375
42,1,49,0.5523046501099117,0.5133060917021737,0.7777777777777778,0.74179807305336,0.5
42,1,50,0.5524346204031081,0.5125671908968971,0.7619047619047619,0.7483905255794525,0.5
42,2,1,0.7406590902616107,0.684292369418674,0.5634920634920635,0.6878010928630829,0.515625
42,2,2,0.6981878810458713,0.6723698055933393,0.5833333333333334,0.6646685600280762,0.59375
42,2,3,0.6977511606519184,0.6586619785853794,0.623015873015873,0.6561199724674225,0.65625
42,2,4,0.6889066866465977,0.6499488013131278,0.6309523809523809,0.6625847816467285,0.671875
42,2,5,0.670470002151671,0.6428753762018113,0.6468253968253969,0.653262734413147,0.671875
42,2,6,0.6680421885989961,0.635661488487607,0.6666666666666666,0.6411791741847992,0.6875
42,2,7,0.6587918268309699,0.6300328345525832,0.6626984126984127,0.6452560424804688,0.65625
