seed,fold,epoch,optimization_loss,train_loss,train_accuracy,validation_loss,validation_accuracy
42,1,1,0.716601552471282,0.7077546800885882,0.49603174603174605,0.7095397710800171,0.5
42,1,2,0.7034603234321352,0.7057806348043775,0.49603174603174605,0.7088995575904846,0.5
42,1,3,0.6956077766796899,0.7004231271289644,0.49603174603174605,0.7046675086021423,0.5
42,1,4,0.6864630523182097,0.6919844793894935,0.503968253968254,0.697354793548584,0.5
42,1,5,0.6865816825912112,0.6851988898383247,0.5555555555555556,0.6922791600227356,0.53125
42,1,6,0.7034171062802511,0.6798767286633688,0.5833333333333334,0.6884668171405792,0.546875
42,1,7,0.6728661675301809,0.6768174247136192,0.5793650793650794,0.6861554980278015,0.640625
42,1,8,0.6811178307684641,0.6748669109647236,0.5873015873015873,0.6849350035190582,0.671875
42,1,9,0.688528923761277,0.6726777818467882,0.5952380952380952,0.683302104473114,0.6875
42,1,10,0.6970757832602849,0.6710150506761339,0.6031746031746031,0.6814993023872375,0.6875
42,1,11,0.6870307449310545,0.6691714922587076,0.6150793650793651,0.6791643500328064,0.640625
42,1,12,0.6763223485341148,0.6676139982919844,0.6190476190476191,0.6783546507358551,0.640625
42,1,13,0.6872946468610612,0.6666057677496047,0.6190476190476191,0.6787548661231995,0.59375
42,1,14,0.6727268951279777,0.6651897960238986,0.6071428571428571,0.6794678866863251,0.5625
42,1,15,0.6675191937931,0.663964725676037,0.6031746031746031,0.6791625618934631,0.578125
42,1,16,0.6632721329492236,0.662372763194735,0.6150793650793651,0.679296225309372,0.59375
42,1,17,0.6820640866718595,0.6607484817504883,0.6150793650793651,0.6782976984977722,0.609375
42,1,18,0.6636056909485469,0.6585526466369629,0.6309523809523809,0.6764171421527863,0.640625
42,1,19,0.6689498944888039,0.657999629066104,0.623015873015873,0.6753299832344055,0.53125
42,1,20,0.6741429879551842,0.6564867231580946,0.6190476190476191,0.673696905374527,0.578125
42,1,21,0.6613807072715153,0.6550496192205519,0.626984126984127,0.6742119491100311,0.59375
42,1,22,0.6630610341117495,0.6536483159140934,0.6309523809523809,0.6743515133857727,0.578125
42,1,23,0.6659188819310021,0.6516447294326055,0.6428571428571429,0.6737526059150696,0.59375
42,1,24,0.6686008298207843,0.6500006630307152,0.6309523809523809,0.6720139682292938,0.546875
